exp,sourceFile,conditionId,variant,setup,board,p1,p2,candidateIsP1,winner,evidenceStatus,exclusionReason,engineSeed,randomStartSeed,game
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g111_vs_g110.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:111,tf:110,true,p1,accepted,,627210041,627211922630123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g111_vs_g110.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:110,tf:111,false,p1,accepted,,627210041,627211922630124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g112_vs_g111.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:112,tf:111,true,p1,accepted,,627311041,627312922933123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g112_vs_g111.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:111,tf:112,false,p1,accepted,,627311041,627312922933124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g113_vs_g112.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:113,tf:112,true,p1,accepted,,627412041,627413923236123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g113_vs_g112.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:112,tf:113,false,p1,accepted,,627412041,627413923236124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g114_vs_g113.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:114,tf:113,true,p1,accepted,,627513041,627514923539123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g114_vs_g113.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:113,tf:114,false,p1,accepted,,627513041,627514923539124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g115_vs_g114.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:115,tf:114,true,p1,accepted,,627614041,627615923842123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g115_vs_g114.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:114,tf:115,false,p1,accepted,,627614041,627615923842124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g116_vs_g115.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:116,tf:115,true,p1,accepted,,627715041,627716924145123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g116_vs_g115.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:115,tf:116,false,p1,accepted,,627715041,627716924145124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g94_vs_g93.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:94,tf:93,true,p2,accepted,,625493041,625494917479123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g94_vs_g93.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:93,tf:94,false,p2,accepted,,625493041,625494917479124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g95_vs_g94.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:95,tf:94,true,p2,accepted,,625594041,625595917782123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g95_vs_g94.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:94,tf:95,false,p2,accepted,,625594041,625595917782124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g96_vs_g95.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:96,tf:95,true,p1,accepted,,625695041,625696918085123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g96_vs_g95.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:95,tf:96,false,p2,accepted,,625695041,625696918085124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g97_vs_g96.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:97,tf:96,true,p2,accepted,,625796041,625797918388123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g97_vs_g96.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:96,tf:97,false,p2,accepted,,625796041,625797918388124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g98_vs_g97.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:98,tf:97,true,p1,accepted,,625897041,625898918691123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g98_vs_g97.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:97,tf:98,false,p2,accepted,,625897041,625898918691124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g99_vs_g98.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:99,tf:98,true,p1,accepted,,625998041,625999918994123,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-fixed-7x7_g99_vs_g98.jsonl,animal-cycle-fixed-7x7,animal-cycle,fixed,7x7,tf:98,tf:99,false,p2,accepted,,625998041,625999918994124,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:99,true,p1,accepted,,626099444,626101322298332,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:99,tf:100,false,p2,accepted,,626099444,626101322298333,1
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:99,true,p2,accepted,,626099444,626101322298334,2
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:99,tf:100,false,p2,accepted,,626099444,626101322298335,3
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:99,true,p1,accepted,,626099444,626101322298336,4
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:99,tf:100,false,p2,accepted,,626099444,626101322298337,5
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:99,true,p2,accepted,,626099444,626101322298338,6
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:99,tf:100,false,p2,accepted,,626099444,626101322298339,7
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:99,true,p1,accepted,,626099444,626101322298340,8
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:99,tf:100,false,p1,accepted,,626099444,626101322298341,9
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:99,true,p2,accepted,,626099444,626101322298342,10
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g100_vs_g99.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:99,tf:100,false,p1,accepted,,626099444,626101322298343,11
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:101,tf:100,true,p1,accepted,,626200444,626202322601332,0
tf_policy_elo_616bc2f2_phase7_delta1_2026-08-20,animal-cycle-random-7x7_g101_vs_g100.jsonl,animal-cycle-random-7x7,animal-cycle,random-start,7x7,tf:100,tf:101,false,p2,accepted,,626200444,626202322601333,1
